blank_path,annotated_path,cropped_path,species,confidence,bbox,time,model,camera,detection_conf,cropped
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-11-25 05-42-48 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_11_25_05_42_48_Rabbit_0.JPG,Rabbit,0.4697934687137604,"[[924.7476806640625, 916.529296875, 1588.357421875, 1406.4774169921875]]",2022_11_25_05_42_48,day,NA,0.9264600872993469,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-03-04 06-48-28 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_03_04_06_48_28_Rabbit_0.JPG,Rabbit,0.9719060063362122,"[[1498.416015625, 846.0219116210938, 1809.7249755859375, 1075.635986328125]]",2022_03_04_06_48_28,day,NA,0.9497413039207458,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-08-17 17-51-36 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_08_17_17_51_36_Rabbit_0.JPG,Rabbit,0.9857665300369263,"[[1144.6253662109375, 833.0242309570312, 1332.1146240234375, 964.7681884765625]]",2021_08_17_17_51_36,day,NA,0.9099974036216736,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-11-05 06-04-01 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_11_05_06_04_01_Rabbit_0.JPG,Rabbit,0.9987090826034546,"[[138.65005493164062, 1074.9769287109375, 447.49444580078125, 1403.9774169921875]]",2022_11_05_06_04_01,day,NA,0.9663668274879456,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-05-17 17-29-52 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_05_17_17_29_52_Rabbit_0.JPG,Rabbit,0.9921948909759521,"[[1070.3963623046875, 861.5043334960938, 1306.0028076171875, 1115.7554931640625]]",2022_05_17_17_29_52,day,NA,0.9520727396011353,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-02-01 06-44-20 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_02_01_06_44_20_Rabbit_0.JPG,Rabbit,0.7160803079605103,"[[708.9703979492188, 1160.7908935546875, 902.6903686523438, 1402.193603515625]]",2024_02_01_06_44_20,day,NA,0.8175749182701111,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-09-14 07-01-44 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_09_14_07_01_44_Rabbit_0.JPG,Rabbit,0.9308769702911377,"[[791.9430541992188, 736.8954467773438, 1080.7911376953125, 933.0607299804688]]",2024_09_14_07_01_44,day,NA,0.8959252238273621,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-02 07-28-32 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_01_02_07_28_32_Rabbit_0.JPG,Rabbit,0.879129946231842,"[[231.58975219726562, 1205.530517578125, 413.4860534667969, 1404.8753662109375]]",2023_01_02_07_28_32,day,NA,0.8074754476547241,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-18 06-21-07 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_10_18_06_21_07_NA_animal.JPG,none,animal,none,"[0.0, 0.6187, 0.1733, 0.2756]",2023_10_18_06_21_07,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-04 09-02-46 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_09_04_09_02_46_Rabbit_0.JPG,Rabbit,0.824196994304657,"[[1818.8258056640625, 990.9148559570312, 2047.5718994140625, 1398.2684326171875]]",2021_09_04_09_02_46,day,NA,0.8970044255256653,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-08-19 16-47-51 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_08_19_16_47_51_Rabbit_0.JPG,Rabbit,0.521611750125885,"[[1783.2353515625, 748.3822631835938, 1901.7427978515625, 830.2009887695312]]",2021_08_19_16_47_51,day,NA,0.8355589509010315,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-08-19 16-28-25 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_08_19_16_28_25_Rabbit_0.JPG,Rabbit,0.9856107234954834,"[[699.4428100585938, 943.2201538085938, 781.8916015625, 1103.1854248046875]]",2021_08_19_16_28_25,day,NA,0.8637402057647705,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-02-10 05-46-26 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_02_10_05_46_26_Rabbit_0.JPG,Rabbit,0.803467869758606,"[[1892.978759765625, 778.9664306640625, 2024.871337890625, 989.0203247070312]]",2022_02_10_05_46_26,day,NA,0.9330400824546814,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-13 09-00-52 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_12_13_09_00_52_NA_animal.JPG,none,animal,none,"[0.7783, 0.4965, 0.0844, 0.0979]",2022_12_13_09_00_52,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-04 17-11-53 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_09_04_17_11_53_Rabbit_0.JPG,Rabbit,0.9973872303962708,"[[1335.1370849609375, 851.9879150390625, 1523.4927978515625, 1215.8289794921875]]",2021_09_04_17_11_53,day,NA,0.9540035128593445,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-20 08-12-53 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_08_20_08_12_53_NA_animal.JPG,none,animal,none,"[0.0004, 0.6895, 0.4907, 0.2874]",2022_08_20_08_12_53,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-13 05-27-21 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_01_13_05_27_21_Rabbit_0.JPG,Rabbit,0.9491415619850159,"[[1.4069092273712158, 1057.7821044921875, 368.88873291015625, 1403.3363037109375]]",2023_01_13_05_27_21,day,NA,0.9441094398498535,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-11 16-22-43 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_10_11_16_22_43_Rabbit_0.JPG,Rabbit,0.9503134489059448,"[[474.7492370605469, 799.6066284179688, 770.0537109375, 1059.4566650390625]]",2023_10_11_16_22_43,day,NA,0.9612810015678406,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-12-12 18-56-53 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_12_12_18_56_53_Rabbit_0.JPG,Rabbit,0.9119073152542114,"[[1651.788330078125, 824.0712890625, 1801.7132568359375, 1116.2508544921875]]",2021_12_12_18_56_53,day,NA,0.9294858574867249,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-11-05 05-51-25 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_11_05_05_51_25_Rabbit_0.JPG,Rabbit,0.9375162124633789,"[[670.4728393554688, 1004.1412963867188, 1241.599853515625, 1407.871826171875]]",2021_11_05_05_51_25,day,NA,0.9652210474014282,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-09-30 18-21-52 M 3_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_09_30_18_21_52_NA_animal.JPG,none,animal,none,"[0.0922, 0.55, 0.0766, 0.0874]",2022_09_30_18_21_52,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-13 11-12-22 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2021_09_13_11_12_22_NA_animal.JPG,none,animal,none,"[0.0, 0.8263, 0.1464, 0.1506]",2021_09_13_11_12_22,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-06-03 10-19-58 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2024_06_03_10_19_58_Rabbit_0.JPG,Rabbit,0.9831320643424988,"[[762.0375366210938, 705.1364135742188, 962.8404541015625, 913.8712158203125]]",2024_06_03_10_19_58,day,NA,0.9287569522857666,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-07-27 07-18-53 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2022_07_27_07_18_53_Kangaroo_0.JPG,Kangaroo,0.7595865726470947,"[[0.4533935487270355, 1108.3533935546875, 283.0876159667969, 1401.0462646484375]]",2022_07_27_07_18_53,day,NA,0.9177310466766357,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-03-31 18-14-14 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_03_31_18_14_14_Rabbit_0.JPG,Rabbit,0.9356343746185303,"[[1070.9144287109375, 938.1307983398438, 1283.5726318359375, 1302.541748046875]]",2022_03_31_18_14_14,day,NA,0.9544861912727356,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-08-25 06-53-29 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2023_08_25_06_53_29_Cat_0.JPG,Cat,0.8187507390975952,"[[167.86717224121094, 983.5629272460938, 899.3162231445312, 1402.8109130859375]]",2023_08_25_06_53_29,day,NA,0.9329658150672913,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-03-10 10-16-28 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_03_10_10_16_28_Rabbit_0.JPG,Rabbit,0.9846753478050232,"[[0.5521606802940369, 889.8119506835938, 161.27719116210938, 1249.498291015625]]",2023_03_10_10_16_28,day,NA,0.8526549935340881,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-08-09 07-49-46 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_08_09_07_49_46_NA_animal.JPG,none,animal,none,"[0.9667, 0.4972, 0.0332, 0.1527]",2024_08_09_07_49_46,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-12-07 07-39-27 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_12_07_07_39_27_NA_animal.JPG,none,animal,none,"[0.729, 0.5548, 0.1079, 0.1847]",2024_12_07_07_39_27,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-05-05 08-31-10 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_05_05_08_31_10_Rabbit_0.JPG,Rabbit,0.9045156836509705,"[[1722.7391357421875, 769.7937622070312, 2014.1461181640625, 1095.595703125]]",2021_05_05_08_31_10,day,NA,0.9537849426269531,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-19 07-00-14 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_12_19_07_00_14_NA_animal.JPG,none,animal,none,"[0.0, 0.7104, 0.7089, 0.2659]",2022_12_19_07_00_14,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-25 07-59-52 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_12_25_07_59_52_NA_animal.JPG,none,animal,none,"[0.562, 0.8333, 0.1894, 0.1437]",2022_12_25_07_59_52,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-12-06 06-06-15 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_12_06_06_06_15_Rabbit_0.JPG,Rabbit,0.9327589273452759,"[[30.553028106689453, 875.8840942382812, 244.5038604736328, 1022.5061645507812]]",2021_12_06_06_06_15,day,NA,0.9203765392303467,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-12-06 06-06-15 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_12_06_06_06_15_Rabbit_1.JPG,Rabbit,0.9118104577064514,"[[1362.7894287109375, 715.4387817382812, 1464.0340576171875, 823.0885620117188]]",2021_12_06_06_06_15,day,NA,0.8274257183074951,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-05-20 17-34-03 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_05_20_17_34_03_NA_animal.JPG,none,animal,none,"[0.8007, 0.5701, 0.1962, 0.2145]",2023_05_20_17_34_03,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-13 18-04-00 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_09_13_18_04_00_Rabbit_0.JPG,Rabbit,0.9796957969665527,"[[444.8627014160156, 1035.429931640625, 686.0206298828125, 1406.6865234375]]",2021_09_13_18_04_00,day,NA,0.9458531737327576,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-13 18-04-00 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_09_13_18_04_00_Rabbit_1.JPG,Rabbit,0.956135094165802,"[[1342.4317626953125, 869.2999877929688, 1512.2901611328125, 1209.682861328125]]",2021_09_13_18_04_00,day,NA,0.9396981000900269,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-03-07 06-10-09 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_03_07_06_10_09_Rabbit_0.JPG,Rabbit,0.947921872138977,"[[1779.953125, 818.7052001953125, 2019.2906494140625, 1062.3758544921875]]",2022_03_07_06_10_09,day,NA,0.945357084274292,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-02 19-07-37 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_12_02_19_07_37_Rabbit_0.JPG,Rabbit,0.8929634094238281,"[[45.71894454956055, 1043.4969482421875, 570.7921752929688, 1404.210205078125]]",2022_12_02_19_07_37,day,NA,0.9531763792037964,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-04-02 18-09-10 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_04_02_18_09_10_Rabbit_0.JPG,Rabbit,0.9747567176818848,"[[168.5543670654297, 720.51513671875, 382.6252746582031, 958.2858276367188]]",2021_04_02_18_09_10,day,NA,0.9449276924133301,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-08-19 17-57-04 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_08_19_17_57_04_Rabbit_0.JPG,Rabbit,0.94365394115448,"[[1519.4197998046875, 728.3663330078125, 1686.7083740234375, 897.0501098632812]]",2023_08_19_17_57_04,day,NA,0.8997827768325806,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-06-07 08-19-24 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_06_07_08_19_24_Rabbit_0.JPG,Rabbit,0.7055906057357788,"[[0.0, 955.7529296875, 639.8985595703125, 1349.8251953125]]",2024_06_07_08_19_24,day,NA,0.8693011403083801,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-07-30 16-26-10 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/discard/2022_07_30_16_26_10_NA_none.JPG,none,none,none,none,2022_07_30_16_26_10,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-05-15 07-27-20 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2021_05_15_07_27_20_NA_animal.JPG,none,animal,none,"[0.477, 0.4409, 0.0317, 0.0902]",2021_05_15_07_27_20,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-11-02 11-20-17 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2021_11_02_11_20_17_NA_animal.JPG,none,animal,none,"[0.9785, 0.5013, 0.0214, 0.1826]",2021_11_02_11_20_17,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-07-05 15-05-03 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_07_05_15_05_03_Rabbit_0.JPG,Rabbit,0.9966576099395752,"[[78.8714599609375, 939.125, 273.10760498046875, 1265.9241943359375]]",2022_07_05_15_05_03,day,NA,0.9407011866569519,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-02-11 18-32-20 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_02_11_18_32_20_Rabbit_0.JPG,Rabbit,0.9932190775871277,"[[314.9698791503906, 692.0224609375, 436.75909423828125, 879.8798828125]]",2021_02_11_18_32_20,day,NA,0.9173596501350403,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-02 07-44-48 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_01_02_07_44_48_NA_animal.JPG,none,animal,none,"[0.0, 0.6972, 0.2539, 0.2798]",2023_01_02_07_44_48,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-13 06-03-02 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_01_13_06_03_02_Rabbit_0.JPG,Rabbit,0.8813750743865967,"[[790.0084838867188, 949.6031494140625, 1201.3427734375, 1307.3812255859375]]",2023_01_13_06_03_02,day,NA,0.937650740146637,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-25 08-04-12 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_08_25_08_04_12_Rabbit_0.JPG,Rabbit,0.6005833148956299,"[[3.010180711746216, 984.3497924804688, 353.552490234375, 1401.5330810546875]]",2022_08_25_08_04_12,day,NA,0.8231699466705322,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-19 06-12-44 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_09_19_06_12_44_Rabbit_0.JPG,Rabbit,0.9978280663490295,"[[1531.9896240234375, 1145.1697998046875, 1917.015869140625, 1401.859619140625]]",2021_09_19_06_12_44,day,NA,0.9597471952438354,YES
